benchmark,instance,verdict,wall_s,timeout_s,beta,dkw_epsilon,delta,n_samples,k_disjuncts,beta_per,delta_per,n_certified_disjuncts,worst_prob_unsafe,union_upper_bound_unsafe,n_unsafe_samples,error,timestamp
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_3006_sidx_928_eps_0.0039.vnnlib,UNKNOWN,12.99,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:47:24.764391+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_1588_sidx_6654_eps_0.0039.vnnlib,UNKNOWN,13.69,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:47:42.396413+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8594_sidx_5815_eps_0.0039.vnnlib,UNKNOWN,12.49,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:47:58.872119+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9658_sidx_1660_eps_0.0039.vnnlib,UNKNOWN,15.11,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:48:17.954521+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8505_sidx_1690_eps_0.0039.vnnlib,UNKNOWN,13.65,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:48:35.782690+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8945_sidx_3584_eps_0.0039.vnnlib,UNKNOWN,12.82,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:48:52.688125+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_6585_sidx_533_eps_0.0039.vnnlib,UNKNOWN,13.26,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:49:09.932989+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_6573_sidx_5525_eps_0.0039.vnnlib,UNKNOWN,12.84,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:49:26.760012+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8619_sidx_4461_eps_0.0039.vnnlib,UNKNOWN,12.49,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:49:43.223347+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_54_sidx_9735_eps_0.0039.vnnlib,UNKNOWN,12.43,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:49:59.587637+00:00
