depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
24,512,5782017,0,neuralsat,UNKNOWN,7.43,300,1690515882,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:00:50.586471+00:00
24,512,5782017,1,neuralsat,UNKNOWN,7.41,300,2107081347,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:01:04.233363+00:00
24,512,5782017,2,neuralsat,UNKNOWN,7.33,300,1035188021,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:01:17.875249+00:00
24,512,5782017,3,neuralsat,UNKNOWN,7.42,300,612809958,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:01:31.710281+00:00
24,512,5782017,4,neuralsat,UNKNOWN,7.40,300,2053017866,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:01:45.385901+00:00
24,512,5782017,5,neuralsat,UNKNOWN,7.46,300,372679159,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:01:59.397256+00:00
24,512,5782017,6,neuralsat,UNKNOWN,5.95,300,120273734,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:02:11.711396+00:00
24,512,5782017,7,neuralsat,UNKNOWN,7.40,300,907795787,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:02:25.348293+00:00
24,512,5782017,8,neuralsat,UNKNOWN,7.35,300,840489333,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:02:39.072586+00:00
24,512,5782017,9,neuralsat,UNKNOWN,7.24,300,1550084651,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T19:02:52.665701+00:00
