depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,m,ell,epsilon,coverage,confidence,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
16,512,3680769,0,hashemi_clipping,UNSAT,44.91,300,1326024091,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:15:59.114909+00:00
16,512,3680769,1,hashemi_clipping,UNSAT,45.03,300,335143945,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:16:49.780298+00:00
16,512,3680769,2,hashemi_clipping,UNSAT,44.86,300,596017265,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:17:40.150501+00:00
16,512,3680769,3,hashemi_clipping,UNSAT,43.57,300,2042357487,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:18:29.124512+00:00
16,512,3680769,4,hashemi_clipping,UNSAT,44.40,300,1269523004,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:19:18.992679+00:00
16,512,3680769,5,hashemi_clipping,UNSAT,46.25,300,2143757673,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:20:10.699562+00:00
16,512,3680769,6,hashemi_clipping,UNSAT,43.08,300,513663676,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:20:59.227216+00:00
16,512,3680769,7,hashemi_clipping,UNSAT,46.10,300,766979777,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:21:50.944749+00:00
16,512,3680769,8,hashemi_clipping,UNSAT,44.09,300,1289066692,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:22:40.525919+00:00
16,512,3680769,9,hashemi_clipping,UNSAT,44.63,300,980286500,0.1000,0.323607,-0.000000,unsat,8000,7999,0.001,0.9990,0.9970,,,,,,2026-05-03T15:23:30.582512+00:00
