depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
2,512,3585,0,neuralsat,UNSAT,6.51,300,15859557,0.1000,0.312342,-0.004720,unsat,,,,,,2026-05-03T18:52:34.393848+00:00
2,512,3585,1,neuralsat,UNSAT,6.23,300,1333207912,0.1000,0.319916,0.004402,unsat,,,,,,2026-05-03T18:52:44.601326+00:00
2,512,3585,2,neuralsat,UNSAT,6.11,300,1942830158,0.1000,0.312262,-0.004062,unsat,,,,,,2026-05-03T18:52:55.021057+00:00
2,512,3585,3,neuralsat,UNSAT,4.98,300,828675423,0.1000,0.300151,-0.016783,unsat,,,,,,2026-05-03T18:53:04.042471+00:00
2,512,3585,4,neuralsat,UNSAT,6.15,300,881180685,0.1000,0.291473,-0.025728,unsat,,,,,,2026-05-03T18:53:14.201112+00:00
2,512,3585,5,neuralsat,UNSAT,6.11,300,900982671,0.1000,0.326080,0.006974,unsat,,,,,,2026-05-03T18:53:24.328566+00:00
2,512,3585,6,neuralsat,UNSAT,6.12,300,1942595559,0.1000,0.311494,-0.005547,unsat,,,,,,2026-05-03T18:53:34.444060+00:00
2,512,3585,7,neuralsat,UNSAT,6.25,300,1036081765,0.1000,0.291727,-0.026064,unsat,,,,,,2026-05-03T18:53:44.668341+00:00
2,512,3585,8,neuralsat,UNSAT,6.23,300,2143606874,0.1000,0.327747,0.014492,unsat,,,,,,2026-05-03T18:53:54.876807+00:00
2,512,3585,9,neuralsat,UNSAT,5.89,300,2103714509,0.1000,0.330038,0.009518,unsat,,,,,,2026-05-03T18:54:05.011514+00:00
