depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
2,512,3585,0,alpha_beta_crown,UNSAT,8.77,300,15859557,0.1000,0.312342,-0.004720,unsat,,,,,,2026-05-03T15:46:33.661276+00:00
2,512,3585,1,alpha_beta_crown,UNSAT,8.92,300,1333207912,0.1000,0.319916,0.004402,unsat,,,,,,2026-05-03T15:46:46.712911+00:00
2,512,3585,2,alpha_beta_crown,UNSAT,9.05,300,1942830158,0.1000,0.312262,-0.004062,unsat,,,,,,2026-05-03T15:46:59.807592+00:00
2,512,3585,3,alpha_beta_crown,UNSAT,9.18,300,828675423,0.1000,0.300151,-0.016783,unsat,,,,,,2026-05-03T15:47:13.482553+00:00
2,512,3585,4,alpha_beta_crown,UNSAT,8.91,300,881180685,0.1000,0.291473,-0.025728,unsat,,,,,,2026-05-03T15:47:26.492559+00:00
2,512,3585,5,alpha_beta_crown,UNSAT,8.88,300,900982671,0.1000,0.326080,0.006974,unsat,,,,,,2026-05-03T15:47:39.552514+00:00
2,512,3585,6,alpha_beta_crown,UNSAT,8.84,300,1942595559,0.1000,0.311494,-0.005547,unsat,,,,,,2026-05-03T15:47:52.599723+00:00
2,512,3585,7,alpha_beta_crown,UNSAT,8.86,300,1036081765,0.1000,0.291727,-0.026064,unsat,,,,,,2026-05-03T15:48:05.620492+00:00
2,512,3585,8,alpha_beta_crown,UNSAT,8.83,300,2143606874,0.1000,0.327747,0.014492,unsat,,,,,,2026-05-03T15:48:18.642803+00:00
2,512,3585,9,alpha_beta_crown,UNSAT,8.86,300,2103714509,0.1000,0.330038,0.009518,unsat,,,,,,2026-05-03T15:48:31.586897+00:00
