depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
8,512,1579521,0,neuralsat,UNSAT,8.62,300,1997940624,0.1000,0.323604,0.000007,unsat,,,,,,2026-05-03T18:56:19.685223+00:00
8,512,1579521,1,neuralsat,UNSAT,8.63,300,1897875220,0.1000,0.323593,-0.000008,unsat,,,,,,2026-05-03T18:56:33.146365+00:00
8,512,1579521,2,neuralsat,UNSAT,8.51,300,962832211,0.1000,0.323557,-0.000025,unsat,,,,,,2026-05-03T18:56:46.401220+00:00
8,512,1579521,3,neuralsat,UNSAT,8.53,300,766179105,0.1000,0.323560,-0.000021,unsat,,,,,,2026-05-03T18:56:59.652707+00:00
8,512,1579521,4,neuralsat,UNSAT,7.80,300,1864552876,0.1000,0.323583,-0.000010,unsat,,,,,,2026-05-03T18:57:12.221065+00:00
8,512,1579521,5,neuralsat,UNSAT,8.33,300,1426970423,0.1000,0.323555,-0.000026,unsat,,,,,,2026-05-03T18:57:25.250417+00:00
8,512,1579521,6,neuralsat,UNSAT,8.79,300,474755452,0.1000,0.323563,-0.000026,unsat,,,,,,2026-05-03T18:57:38.734783+00:00
8,512,1579521,7,neuralsat,UNSAT,8.49,300,1542404704,0.1000,0.323535,-0.000046,unsat,,,,,,2026-05-03T18:57:51.884381+00:00
8,512,1579521,8,neuralsat,UNSAT,8.71,300,443349821,0.1000,0.323580,-0.000005,unsat,,,,,,2026-05-03T18:58:05.255682+00:00
8,512,1579521,9,neuralsat,UNSAT,8.43,300,452809179,0.1000,0.323603,0.000002,unsat,,,,,,2026-05-03T18:58:18.398704+00:00
