depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
32,512,7883265,0,neuralsat,UNKNOWN,7.86,300,1435313790,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:03:14.265911+00:00
32,512,7883265,1,neuralsat,UNKNOWN,7.71,300,1277580153,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:03:28.925172+00:00
32,512,7883265,2,neuralsat,UNKNOWN,7.51,300,1482464168,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:03:43.379183+00:00
32,512,7883265,3,neuralsat,UNKNOWN,7.66,300,1410718837,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:03:58.103147+00:00
32,512,7883265,4,neuralsat,UNKNOWN,6.42,300,1372622852,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:04:11.615673+00:00
32,512,7883265,5,neuralsat,UNKNOWN,7.55,300,1009909530,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:04:25.946958+00:00
32,512,7883265,6,neuralsat,UNKNOWN,7.50,300,773403822,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:04:40.507841+00:00
32,512,7883265,7,neuralsat,UNKNOWN,7.47,300,2131459806,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:04:54.910391+00:00
32,512,7883265,8,neuralsat,UNKNOWN,7.18,300,1870580989,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:05:09.054087+00:00
32,512,7883265,9,neuralsat,UNKNOWN,7.53,300,1485641716,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T19:05:23.405181+00:00
