depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
24,512,5782017,0,alpha_beta_crown,TIMEOUT,328.97,300,1690515882,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:04:22.945870+00:00
24,512,5782017,1,alpha_beta_crown,TIMEOUT,331.43,300,2107081347,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:10:00.599073+00:00
24,512,5782017,2,alpha_beta_crown,TIMEOUT,330.19,300,1035188021,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:15:37.014262+00:00
24,512,5782017,3,alpha_beta_crown,TIMEOUT,330.34,300,612809958,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:21:13.631951+00:00
24,512,5782017,4,alpha_beta_crown,TIMEOUT,330.30,300,2053017866,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:26:50.255182+00:00
24,512,5782017,5,alpha_beta_crown,TIMEOUT,330.37,300,372679159,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:32:26.864040+00:00
24,512,5782017,6,alpha_beta_crown,TIMEOUT,329.69,300,120273734,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:38:02.703746+00:00
24,512,5782017,7,alpha_beta_crown,UNSAT,231.47,300,907795787,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:42:00.428603+00:00
24,512,5782017,8,alpha_beta_crown,UNSAT,219.23,300,840489333,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:45:45.980588+00:00
24,512,5782017,9,alpha_beta_crown,TIMEOUT,323.12,300,1550084651,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T16:51:15.442531+00:00
