benchmark,onnx_file,vnnlib_file,verdict,wall_s,vnncomp_timeout_s,p_filter,lp_solver,p_min,p_max,threshold,n_disjuncts,error,timestamp
metaroom_2023,4cnn_ry_57_9_no_custom_OP.onnx,spec_idx_28_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.30,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:10:43.155130+00:00
metaroom_2023,6cnn_ry_67_11_no_custom_OP.onnx,spec_idx_135_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.39,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:10:51.531608+00:00
metaroom_2023,4cnn_tz_34_5_no_custom_OP.onnx,spec_idx_59_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.09,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:10:59.610028+00:00
metaroom_2023,4cnn_tz_41_6_no_custom_OP.onnx,spec_idx_66_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.14,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:07.910535+00:00
metaroom_2023,4cnn_tz_99_16_no_custom_OP.onnx,spec_idx_91_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.14,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:16.229523+00:00
metaroom_2023,6cnn_ry_12_2_no_custom_OP.onnx,spec_idx_105_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.21,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:24.419507+00:00
metaroom_2023,6cnn_tz_93_15_no_custom_OP.onnx,spec_idx_208_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.16,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:32.569850+00:00
metaroom_2023,4cnn_tz_44_7_no_custom_OP.onnx,spec_idx_68_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.06,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:40.628448+00:00
metaroom_2023,6cnn_tz_79_13_no_custom_OP.onnx,spec_idx_205_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.16,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:48.870759+00:00
metaroom_2023,6cnn_ry_6_1_no_custom_OP.onnx,spec_idx_137_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.21,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:11:57.115606+00:00
metaroom_2023,6cnn_ry_52_8_no_custom_OP.onnx,spec_idx_126_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.31,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:05.510493+00:00
metaroom_2023,4cnn_tz_82_13_no_custom_OP.onnx,spec_idx_87_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.18,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:13.648424+00:00
