benchmark,onnx_file,vnnlib_file,verdict,wall_s,vnncomp_timeout_s,m,ell,epsilon,pca_components,coverage,coverage_empirical,coverage_n_test,confidence,cex_x,cex_y,error,timestamp
metaroom_2023,6cnn_tz_38_6_no_custom_OP.onnx,spec_idx_179_eps_0.00001000.vnnlib,UNSAT,170.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T11:49:53.489932+00:00
metaroom_2023,6cnn_ry_53_8_no_custom_OP.onnx,spec_idx_127_eps_0.00000436.vnnlib,UNSAT,170.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T11:52:48.877245+00:00
metaroom_2023,6cnn_tz_94_15_no_custom_OP.onnx,spec_idx_209_eps_0.00001000.vnnlib,UNSAT,169.4,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T11:55:43.337316+00:00
metaroom_2023,6cnn_ry_68_11_no_custom_OP.onnx,spec_idx_136_eps_0.00000436.vnnlib,UNSAT,180.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T11:58:48.870653+00:00
metaroom_2023,6cnn_ry_54_9_no_custom_OP.onnx,spec_idx_128_eps_0.00000436.vnnlib,UNSAT,165.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:01:39.495451+00:00
metaroom_2023,4cnn_ry_30_5_no_custom_OP.onnx,spec_idx_9_eps_0.00000436.vnnlib,UNSAT,173.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:04:37.817396+00:00
metaroom_2023,6cnn_ry_18_3_no_custom_OP.onnx,spec_idx_107_eps_0.00000436.vnnlib,UNSAT,166.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:07:29.223349+00:00
metaroom_2023,6cnn_tz_54_9_no_custom_OP.onnx,spec_idx_189_eps_0.00001000.vnnlib,UNSAT,172.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:10:26.612220+00:00
metaroom_2023,6cnn_tz_113_18_no_custom_OP.onnx,spec_idx_159_eps_0.00001000.vnnlib,UNSAT,169.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:13:20.722960+00:00
metaroom_2023,4cnn_ry_79_13_no_custom_OP.onnx,spec_idx_38_eps_0.00000436.vnnlib,UNSAT,173.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:16:19.281109+00:00
metaroom_2023,6cnn_tz_22_3_no_custom_OP.onnx,spec_idx_171_eps_0.00001000.vnnlib,UNSAT,169.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:19:13.525210+00:00
metaroom_2023,4cnn_ry_19_3_no_custom_OP.onnx,spec_idx_5_eps_0.00000436.vnnlib,UNSAT,172.8,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:22:11.481975+00:00
metaroom_2023,4cnn_tz_94_15_no_custom_OP.onnx,spec_idx_90_eps_0.00001000.vnnlib,UNSAT,172.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:25:08.774086+00:00
metaroom_2023,6cnn_tz_10_1_no_custom_OP.onnx,spec_idx_158_eps_0.00001000.vnnlib,UNSAT,169.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:28:03.013982+00:00
metaroom_2023,6cnn_ry_35_5_no_custom_OP.onnx,spec_idx_115_eps_0.00000436.vnnlib,UNSAT,169.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:30:57.190084+00:00
metaroom_2023,4cnn_ry_58_9_no_custom_OP.onnx,spec_idx_29_eps_0.00000436.vnnlib,UNKNOWN,171.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:33:54.018036+00:00
metaroom_2023,4cnn_tz_103_17_no_custom_OP.onnx,spec_idx_47_eps_0.00001000.vnnlib,UNSAT,173.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:36:52.750477+00:00
metaroom_2023,6cnn_tz_78_13_no_custom_OP.onnx,spec_idx_204_eps_0.00001000.vnnlib,UNSAT,171.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:39:49.386285+00:00
metaroom_2023,6cnn_tz_6_1_no_custom_OP.onnx,spec_idx_200_eps_0.00001000.vnnlib,UNSAT,171.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:42:46.096675+00:00
metaroom_2023,6cnn_tz_3_0_no_custom_OP.onnx,spec_idx_181_eps_0.00001000.vnnlib,UNSAT,185.9,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:45:57.006633+00:00
metaroom_2023,6cnn_ry_4_0_no_custom_OP.onnx,spec_idx_125_eps_0.00000436.vnnlib,UNSAT,163.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:48:45.841667+00:00
metaroom_2023,6cnn_ry_95_15_no_custom_OP.onnx,spec_idx_150_eps_0.00000436.vnnlib,UNSAT,169.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:51:40.136840+00:00
metaroom_2023,6cnn_tz_37_6_no_custom_OP.onnx,spec_idx_178_eps_0.00001000.vnnlib,UNSAT,169.1,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:54:34.328074+00:00
metaroom_2023,4cnn_ry_71_11_no_custom_OP.onnx,spec_idx_37_eps_0.00000436.vnnlib,UNSAT,174.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T12:57:33.698954+00:00
metaroom_2023,6cnn_ry_114_19_no_custom_OP.onnx,spec_idx_100_eps_0.00000436.vnnlib,UNSAT,170.9,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:00:29.919399+00:00
metaroom_2023,4cnn_ry_70_11_no_custom_OP.onnx,spec_idx_36_eps_0.00000436.vnnlib,UNSAT,173.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:03:28.520058+00:00
metaroom_2023,4cnn_tz_20_3_no_custom_OP.onnx,spec_idx_53_eps_0.00001000.vnnlib,UNSAT,174.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:06:28.299900+00:00
metaroom_2023,4cnn_ry_52_8_no_custom_OP.onnx,spec_idx_25_eps_0.00000436.vnnlib,UNSAT,169.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:09:22.814711+00:00
metaroom_2023,6cnn_tz_4_0_no_custom_OP.onnx,spec_idx_186_eps_0.00001000.vnnlib,UNSAT,169.1,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:12:16.940117+00:00
metaroom_2023,6cnn_ry_91_15_no_custom_OP.onnx,spec_idx_146_eps_0.00000436.vnnlib,UNSAT,172.8,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:15:14.814323+00:00
metaroom_2023,4cnn_tz_4_0_no_custom_OP.onnx,spec_idx_71_eps_0.00001000.vnnlib,UNSAT,174.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:18:14.245160+00:00
metaroom_2023,4cnn_tz_47_7_no_custom_OP.onnx,spec_idx_69_eps_0.00001000.vnnlib,UNSAT,174.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:21:13.661405+00:00
metaroom_2023,4cnn_ry_57_9_no_custom_OP.onnx,spec_idx_28_eps_0.00000436.vnnlib,UNKNOWN,173.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:24:11.945620+00:00
metaroom_2023,6cnn_ry_67_11_no_custom_OP.onnx,spec_idx_135_eps_0.00000436.vnnlib,UNSAT,171.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:27:08.346545+00:00
metaroom_2023,4cnn_tz_34_5_no_custom_OP.onnx,spec_idx_59_eps_0.00001000.vnnlib,UNSAT,172.9,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:30:06.195805+00:00
metaroom_2023,4cnn_tz_41_6_no_custom_OP.onnx,spec_idx_66_eps_0.00001000.vnnlib,UNSAT,174.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:33:05.983990+00:00
metaroom_2023,4cnn_tz_99_16_no_custom_OP.onnx,spec_idx_91_eps_0.00001000.vnnlib,UNSAT,173.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:36:04.175559+00:00
metaroom_2023,6cnn_ry_12_2_no_custom_OP.onnx,spec_idx_105_eps_0.00000436.vnnlib,UNSAT,166.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:38:55.676695+00:00
metaroom_2023,6cnn_tz_93_15_no_custom_OP.onnx,spec_idx_208_eps_0.00001000.vnnlib,UNSAT,186.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:42:07.268239+00:00
metaroom_2023,4cnn_tz_44_7_no_custom_OP.onnx,spec_idx_68_eps_0.00001000.vnnlib,UNSAT,173.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:45:06.155954+00:00
metaroom_2023,6cnn_tz_79_13_no_custom_OP.onnx,spec_idx_205_eps_0.00001000.vnnlib,UNSAT,169.0,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:48:00.051909+00:00
metaroom_2023,6cnn_ry_6_1_no_custom_OP.onnx,spec_idx_137_eps_0.00000436.vnnlib,UNSAT,169.3,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:50:54.232376+00:00
metaroom_2023,6cnn_ry_52_8_no_custom_OP.onnx,spec_idx_126_eps_0.00000436.vnnlib,UNSAT,166.9,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:53:46.373665+00:00
metaroom_2023,4cnn_tz_82_13_no_custom_OP.onnx,spec_idx_87_eps_0.00001000.vnnlib,UNSAT,174.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:56:45.920941+00:00
metaroom_2023,6cnn_ry_28_4_no_custom_OP.onnx,spec_idx_113_eps_0.00000436.vnnlib,UNSAT,167.4,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T13:59:38.437934+00:00
metaroom_2023,6cnn_tz_28_4_no_custom_OP.onnx,spec_idx_173_eps_0.00001000.vnnlib,UNSAT,169.5,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T14:02:32.889719+00:00
metaroom_2023,6cnn_tz_104_17_no_custom_OP.onnx,spec_idx_155_eps_0.00001000.vnnlib,UNSAT,170.2,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T14:05:28.009117+00:00
metaroom_2023,6cnn_tz_18_3_no_custom_OP.onnx,spec_idx_166_eps_0.00001000.vnnlib,UNSAT,171.6,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T14:08:24.682868+00:00
metaroom_2023,6cnn_ry_36_6_no_custom_OP.onnx,spec_idx_116_eps_0.00000436.vnnlib,UNSAT,166.7,210,8000,7999,0.001,10,0.9990,1.0000,1000,0.9970,,,,2026-05-04T14:11:16.350339+00:00
